	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
387	Brevibacterium_massiliense_5401308	Brevibacterium_massiliense_5401308_1176165_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory_non_fermentative	Positive	Commensal	687	1233	985	chenry	04_15_16		2548877016.0	1176165.0	ModelSEED	kb|g_25151
388	Bacteroides_nordii_CL02T12C05	Bacteroides_nordii_CL02T12C05_997884_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	884	1254	1011	chenry	04_15_16		2537561664.0	997884.0	ModelSEED	kb|g_28918
389	Rhodococcus_equi_ATCC_33707	Rhodococcus_equi_ATCC_33707_525370_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardiaceae	Rhodococcus	Aerobe	Saccharolytic	Positive		1121	1514	1121	chenry	04_15_16		2565956795.0	1219013.0	ModelSEED	kb|g_26854
390	Sutterella_parvirubra_YIT_11816		Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Suterellaceae	Sutterella	Facultative_anaerobe	Fermentative_respiratory	Negative		521	1013	837	Laura_Kutt	04_19_16		2513237371.0	762967.0	Kbase	kb|g_27712
391	Prevotella_veroralis_DSM_19559	Prevotella_veroralis_DSM_19559_1122993_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	506	1001	827	Laura_Kutt	04_17_16			1122993.0	Kbase	kb|g_29670
392	Stoquefichus_massiliensis_AP9		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Stoquefichus					787	1171	951	Laura_Kutt	04_18_16		2600255145.0	1211844.0	Kbase	kb|g_208018
393	Stenotrophomonas_rhizophila_PCA13		Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Obligate_anaerobe	Asaccharolytic	Negative		806	1401	1116	Laura_Kutt	04_19_16		2576861471.0	1255680.0	Kbase	kb|g_245260
394	Clostridium_botulinum_Bf	Clostridium_botulinum_Bf_445336_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Proteolytic_fermentative	Positive		879	1376	1038	Laura_Kutt	05_30_16		641736148.0	445336.0	ModelSEED	kb|g_1519
395	Methyloversatilis_universalis_Fam50001		Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	Anaerobe	Fermentative	Negative	Pathogen	833	1320	1087	Laura_Kutt	04_19_16		2515154210.0	983952.0	ModelSEED	kb|g_216519
396	Corynebacterium_amycolatum_SK46	Corynebacterium_amycolatum_SK46_553204_6	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	679	1294	1013	chenry	04_15_16		642979306.0	553204.0	Kbase	kb|g_2252
397	Butyricimonas_synergistica_DSM_23225	Butyricimonas_synergistica_DSM_23225_1121129_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Butyricimonas	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	680	1182	986	chenry	04_15_16			1121129.0	Kbase	kb|g_29568
398	Ruminococcus_callidus_ATCC_2776001		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		565	1138	912	Laura_Kutt	04_18_16		2597490297.0	411473.0	ModelSEED	kb|g_215865
399	Prevotella_ruminicola_23	Prevotella_ruminicola_23_264731_4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	695	1122	918	Laura_Kutt	04_17_16		646564560.0	264731.0	Kbase	kb|g_559
400	Bacillus_flexus_27Col1_1E		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1305	1701	1217	Laura_Kutt	04_17_16		2522125133.0	1292043.0	ModelSEED	kb|g_209156
401	Propionibacterium_propionicum_F0230a	Propionibacterium_propionicum_F0230a_767029_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	786	1314	1033	chenry	04_15_16		2540341165.0	767029.0	ModelSEED	kb|g_27741
402	Propionibacterium_jensenii_DSM_20535		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive		769	1284	1033	chenry	04_15_16			1122997.0	Kbase	kb|g_207245
403	Vibrio_furnissii_NCTC_11218	Vibrio_furnissii_NCTC_11218_903510_3	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Facultative_anaerobe	Saccharolytic_fermentative	Positive		1216	1656	1175	Laura_Kutt	04_19_16		650377984.0	903510.0	ModelSEED	kb|g_3645
404	Capnocytophaga_sputigena_ATCC_33612	Capnocytophaga_sputigena_ATCC_33612_553177_6	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Facultative_anaerobe	Saccharolytic_fermentative	Negative	Pathogen	536	1057	872	chenry	04_15_16		642979305.0	553177.0	ModelSEED	kb|g_2243
405	Peptostreptococcus_anaerobius_DSM_2949	Peptostreptococcus_anaerobius_DSM_2949_1122950_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive		594	1170	904	Laura_Kutt	04_18_16			1035196.0	Kbase	kb|g_29656
406	Propionibacterium_acidipropionici_ATCC_4875	Propionibacterium_acidipropionici_ATCC_4875_1171373_8	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive		929	1375	1055	chenry	04_15_16		2521172602.0	1171373.0	Kbase	kb|g_25121
407	Clostridium_sticklandii_DSM_519	Clostridium_sticklandii_DSM_519_499177_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Acetoanaerobium	Obligate_anaerobe	Proteolytic_non_sachharolytic	Positive		699	1261	955	Laura_Kutt	04_18_16		649633033.0	499177.0	ModelSEED	kb|g_1828
408	Brevibacillus_agri_BAB_2500	Brevibacillus_agri_BAB_2500_1246477_3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Aerobe	Saccharolytic	Variable		1257	1577	1154	Laura_Kutt	05_29_16		2524023183.0	1246477.0	ModelSEED	kb|g_25856
409	Bacteroides_graminisolvens_DSM_19988		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	684	1234	986	chenry	04_15_16			1121097.0	Kbase	kb|g_207058
410	Lactobacillus_oris_F0423	Lactobacillus_oris_F0423_944562_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		627	1175	927	Laura_Kutt	04_18_16		2540341034.0	944562.0	Kbase	kb|g_28499
411	Bacillus_infantis_NRRL_B_14911		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1083	1613	1172	Laura_Kutt	04_17_16		2554235446.0	1367477.0	Kbase	kb|g_210869
412	Afipia_birgiae_34632	Afipia_birgiae_34632_1197906_5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Alfipia	Obligate_aerobe	Respiratory	Negative		1172	1467	1114	Laura_Kutt	04_18_16		2551306146.0	1197906.0	Kbase	kb|g_25402
413	Microbacterium_paraoxydans_77MFTsu3_2	Microbacterium_paraoxydans_77MFTsu3_2_1151126_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Obligate_aerobe	Saccharolytic_respiratory	Positive	Pathogen	820	1366	1070	chenry	04_15_16		2521172614.0	1151126.0	ModelSEED	kb|g_29982
414	Staphylococcus_epidermidis_ATCC_12228	Staphylococcus_epidermidis_ATCC_12228_176280_1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Opportunistic_pathogen	849	1385	1040	Laura_Kutt	04_18_16		637000281.0	176280.0	ModelSEED	kb|g_165
415	Porphyromonas_endodontalis_ATCC_35406	Porphyromonas_endodontalis_ATCC_35406_553175_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate_anaerobe	Asaccharolytic	Negative		462	975	795	chenry	04_15_16		643886148.0	553175.0	Kbase	kb|g_2242
416	Acinetobacter_lwoffii_WJ10621	Acinetobacter_lwoffii_WJ10621_1046625_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Respiratory	Negative		798	1354	1024	Laura_Kutt	04_18_16		2547132098.0	1046625.0	ModelSEED	kb|g_23426
417	Atopobium_minutum_10063974	Atopobium_minutum_10063974_997872_3	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	469	992	807	chenry	04_15_16		2531839302.0	997872.0	Kbase	kb|g_32451
418	Alistipes_finegoldii_DSM_17242	Alistipes_finegoldii_DSM_17242_679935_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate_anaerobe	Saccharolytic_fermentative	Negative		667	1128	875	Laura_Kutt	04_17_16		2509601035.0	679935.0	Kbase	kb|g_27343
419	Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966	Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966_380703_5	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Facultative_anaerobe	Saccharolytic_fermentative	Negative		1078	1560	1139	Laura_Kutt	04_18_16		639633004.0	380703.0	Kbase	kb|g_26547
420	Enterococcus_caccae_ATCC_BAA_1240	Enterococcus_caccae_ATCC_BAA_1240_1158612_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	888	1350	998	Laura_Kutt	04_18_16		2545824664.0	1158612.0	Kbase	kb|g_30368
421	Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143	Streptococcus_gallolyticus_subsp_gallolyticus_ATCC_43143_981539_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	711	1202	945	Laura_Kutt	04_18_16		651053072.0	981539.0	Kbase	kb|g_3836
422	Varibaculum_cambriense_DSM_15806		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Opportunistic_pathogen	538	1012	833	chenry	04_15_16		2524614732.0	1123488.0	ModelSEED	kb|g_207318
423	Leuconostoc_argentinum_KCTC_3773	Leuconostoc_argentinum_KCTC_3773_886872_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative_anaerobe	Saccharolytic_fermentative_nonproteolytic	Positive		603	1124	869	Laura_Kutt	04_18_16		651324066.0	886872.0	Kbase	kb|g_28083
424	Megamonas_funiformis_YIT_11815	Megamonas_funiformis_YIT_11815_742816_3	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Obligate_anaerobe	Saccharolytic_fermentative	Negative		812	1249	935	Laura_Kutt	04_18_16		2513237399.0	742816.0	Kbase	kb|g_27486
425	Enterococcus_gallinarum_EG2	Enterococcus_gallinarum_EG2_565653_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	872	1314	977	Laura_Kutt	05_29_16		647533156.0	565653.0	ModelSEED	kb|g_2381
426	Geobacillus_vulcani_PSS1		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Saccharolytic_non_fermentative	Positive		976	1572	1133	Laura_Kutt	04_17_16		2574179705.0	1382315.0	Kbase	kb|g_241237
427	Yersinia_rohdei_ATCC_43380	Yersinia_rohdei_ATCC_43380_527004_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Yersinia	Obligate_anaerobe	Saccharolytic_fermentative	Positive		1197	1689	1188	Laura_Kutt	04_18_16		645058789.0	527004.0	Kbase	kb|g_2092
428	Streptococcus_peroris_ATCC_700780	Streptococcus_peroris_ATCC_700780_888746_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	526	1081	835	Laura_Kutt	04_18_16			888746.0	ModelSEED	kb|g_3605
429	Lactobacillus_curvatus_CRL_705		Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_fermentative_or_respiratory	Positive		509	1057	843	Laura_Kutt	04_18_16			1074451.0	ModelSEED	kb|g_23895
430	Bacillus_atrophaeus_ATCC_49822_1	Bacillus_atrophaeus_ATCC_49822_1_743710_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1143	1658	1177	Laura_Kutt	04_17_16		2547132231.0	743710.0	Kbase	kb|g_3133
431	Cloacibacillus_evryensis_DSM_19522		Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Obligate_anaerobe	Asaccharolytic_fermentative	Negative		874	1216	995	Laura_Kutt	04_19_16			866499.0	ModelSEED	kb|g_216301
432	Prevotella_shahii_JCM_12083		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	623	1021	868	chenry	04_15_16			1122991.0	Kbase	kb|g_242275
433	Parabacteroides_goldsteinii_dnLKV18	Parabacteroides_goldsteinii_dnLKV18_1235789_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	944	1332	1050	chenry	04_15_16		2563367169.0	1235789.0	ModelSEED	kb|g_31352
434	Brevibacterium_casei_S18	Brevibacterium_casei_S18_1229781_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	Aerobe	Respiratory_non_fermentative	Positive	Pathogen	919	1430	1093	chenry	04_15_16			1229781.0	ModelSEED	kb|g_25726
435	Rothia_aeria_F0474	Rothia_aeria_F0474_1125724_3	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	Obligate_aerobe	_Saccharolytic_respiratory	Positive	Opportunistic_pathogen	575	1038	846	chenry	04_15_16		2513237283.0	1125724.0	Kbase	kb|g_24422
436	Enterococcus_saccharolyticus_DSM8903		Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	575	1108	924	Laura_Kutt	04_18_16		640427106.0	351627.0	ModelSEED	kb|g_1031
437	Leptotrichia_buccalis_C_1013_b	Leptotrichia_buccalis_C_1013_b_523794_5	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Facultative_anaerobe	Saccharolytic_fermentative	Negative		656	1230	958	Laura_Kutt	04_18_16		644736384.0	523794.0	Kbase	kb|g_1972
438	Clostridium_botulinum_F_str_230613	Clostridium_botulinum_F_str_230613_758678_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Anaerobe	Saccharolytic_fermentative	Positive		918	1369	1030	Laura_Kutt	06_02_16		646862320.0	758678.0	ModelSEED	kb|g_3249
439	Kluyvera_ascorbata_ATCC_33433		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Kluyvera	Facultative_anaerobe	Fermentative_respiratory	Negative		1241	1762	1229	Laura_Kutt	04_18_16		2588253795.0	1006000.0	Kbase	kb|g_241367
440	Eggerthia_catenaformis_OT_569	Eggerthia_catenaformis_OT_569	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Eggerthia	Obligate_anaerobe	Saccharolytic_fermentative	Positive		559	1149	891	Laura_Kutt	04_18_16		2537561938.0	999415.0	ModelSEED	kb|g_32469
441	Bifidobacterium_boum_DSM_20432		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Facultative_anaerobe_air+CO2	Saccharolytic_fermentative	Positive	Probiotic	517	1135	899	chenry	04_15_16			1410645.0	Kbase	kb|g_239935
442	Staphylococcus_arlettae_CVD059	Staphylococcus_arlettae_CVD059_1212545_3	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		914	1449	1095	Laura_Kutt	04_18_16		2519899588.0	1212545.0	ModelSEED	kb|g_25560
443	Mobiluncus_curtisii_ATCC_43063	Mobiluncus_curtisii_ATCC_43063_548479_6	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Opportunistic_pathogen	559	1082	862	chenry	04_15_16		648028043.0	548479.0	ModelSEED	kb|g_2215
444	Acinetobacter_radioresistens_NIPH_2130	Acinetobacter_radioresistens_NIPH_2130_1217674_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Aerobe	Asaccharolytic	Negative		856	1403	1073	Laura_Kutt	04_18_16		2529293102.0	1217674.0	Kbase	kb|g_31202
445	Dietzia_cinnamea_P4		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	Obligate_aerobe	Saccharolytic	Positive		763	1286	1032	chenry	04_15_16		649989929.0	910954.0	ModelSEED	kb|g_28335
446	Prevotella_melaninogenica_ATCC_25845	Prevotella_melaninogenica_ATCC_25845_553174_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	537	1016	834	Laura_Kutt	04_17_16		648028051.0	553174.0	Kbase	kb|g_2241
447	Corynebacterium_kroppenstedtii_DSM_44385	Corynebacterium_kroppenstedtii_DSM_44385_645127_4	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative_anaerobe	Saccharolytic	Positive	Pathogen	684	1274	1005	chenry	04_15_16		643692019.0	645127.0	ModelSEED	kb|g_2752
448	Raoultella_planticola_ATCC_33531		Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Facultative_anaerobe	Fermentative_respiratory	Negative		1483	1896	1281	Laura_Kutt	04_18_16		2588253798.0	1005996.0	ModelSEED	kb|g_242501
449	Odoribacter_laneus_YIT_12061	Odoribacter_laneus_YIT_12061_742817_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Obligate_anaerobe	Asaccharolytic_Fermentative	Negative	Commensal	755	1140	950	chenry	04_15_16		2513237280.0	742817.0	ModelSEED	kb|g_27487
450	Oceanobacillus_picturae_strain_S1		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Aerobe	Respiratory_non_fermentative	Positive		922	1443	1094	Laura_Kutt	04_19_16		2617271105.0	333381.0	ModelSEED	kb|g_242144
451	Streptococcus_vestibularis_F0396	Streptococcus_vestibularis_F0396_904306_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		605	1144	874	Laura_Kutt	04_18_16		649990017.0	904306.0	ModelSEED	kb|g_3655
452	Bifidobacterium_ruminantium_DSM_6489		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	527	1088	887	chenry	04_15_16			1410647.0	Kbase	kb|g_239970
453	Prevotella_brevis_ATCC_19188		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	613	1091	901	chenry	04_15_16			1408472.0	Kbase	kb|g_242253
454	Clostridium_clostridioforme_CM201	Clostridium_clostridioforme_CM201_999410_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Opportunistic_pathogen	1276	1341	984	Laura_Kutt	04_18_16		2534682205.0	999410.0	ModelSEED	kb|g_32465
455	Bacillus_endophyticus_2102	Bacillus_endophyticus_2102_1196029_3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1440	1727	1226	Laura_Kutt	04_17_16		2551306099.0	1196029.0	Kbase	kb|g_25385
456	Bacillus_firmus_DS1		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Facultative_anaerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1107	1562	1142	Laura_Kutt	04_17_16		2568526233.0	1307436.0	ModelSEED	kb|g_209412
457	Bacillus_pseudofirmus_OF4	Bacillus_pseudofirmus_OF4_398511_4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Aerobe	Respiration_or_fermentation_of_carbohydrates_and_central_metabolism_intermediates	Positive		1019	1486	1114	Laura_Kutt	04_17_16		646311908.0	398511.0	Kbase	kb|g_1270
458	Enterococcus_avium_ATCC_14025	Enterococcus_avium_ATCC_14025_1140002_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	1273	1366	1027	Laura_Kutt	04_18_16		2545824652.0	1140002.0	Kbase	kb|g_29873
459	Prevotella_albensis_DSM_11370		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	555	1059	893	chenry	04_15_16			1122978.0	ModelSEED	kb|g_207235
460	Staphylococcus_xylosus_DMB3_Bh1		Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive		866	1448	1087	Laura_Kutt	04_18_16		2588253750.0	1353979.0	ModelSEED	kb|g_245259
461	Ochrobactrum_anthropi_ATCC_49188	Ochrobactrum_anthropi_ATCC_49188_439375_7	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum	Facultative_anaerobe	Fermentative	Negative		1174	1549	1169	Laura_Kutt	04_18_16		640753038.0	439375.0	ModelSEED	kb|g_1468
462	Neisseria_macacae_ATCC_33926		Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Facultative_anaerobe	Saccharolytic_non_fermentative	Negative		634	1179	926	Laura_Kutt	04_18_16		651324075.0	997348.0	Kbase	kb|g_28897
463	Gemella_sanguinis_ATCC700632		Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella	Facultative_anaerobe	Saccharolytic_fermentative	Positive		492	1024	793	Laura_Kutt	04_17_16			1408440.0	ModelSEED	kb|g_241224
464	Arcobacter_butzleri_RM4018	Arcobacter_butzleri_RM4018_367737_4	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	Microaerophile	Non_fermentative_asaccharolytic	Negative		622	1073	899	Laura_Kutt	04_18_16		640753004.0	367737.0	Kbase	kb|g_1095
465	Prevotella_denticola_F0289	Prevotella_denticola_F0289_767031_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	531	1049	859	Laura_Kutt	05_29_16		650716073.0	767031.0	Kbase	kb|g_3366
466	Gemella_haemolysans_ATCC_10379	Gemella_haemolysans_ATCC_10379_546270_5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales_Incertae_Sedis_XI	Gemella	Facultative_anaerobe	Saccharolytic_fermentative	Positive		515	988	787	Laura_Kutt	04_17_16		645058834.0	546270.0	ModelSEED	kb|g_2189
467	Eikenella_corrodens_ATCC_23834	Eikenella_corrodens_ATCC_23834_546274_4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Facultative_anaerobe	Non_fermentative	Negative		587	1058	894	Laura_Kutt	04_18_16			546274.0	ModelSEED	kb|g_2194
468	Propionibacterium_granulosum_DSM_20700		Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	Propionibacterium	Facultative_anaerobe	Saccharolytic_fermentative	Positive		549	1168	948	chenry	04_15_16		2602041680.0	1160719.0	Kbase	kb|g_207782
469	Streptococcus_constellatus_subsp_constellatus_SK53		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	514	1053	835	Laura_Kutt	04_18_16		2537561968.0	1095730.0	ModelSEED	kb|g_24158
470	Haemophilus_parainfluenzae_T3T1	Haemophilus_parainfluenzae_T3T1_862965_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Aerobe	Respiratory	Negative		658	1246	974	Laura_Kutt	04_19_16		650377947.0	862965.0	ModelSEED	kb|g_3441
471	Scardovia_inopinata_F0304	Scardovia_inopinata_F0304_641146_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	456	1035	847	chenry	04_15_16		647533207.0	641146.0	Kbase	kb|g_2728
472	Eubacterium_brachy_ATCC_33089		Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XIII	Eubacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	383	975	795	Laura_Kutt	04_18_16		2558860285.0	1321814.0	Kbase	kb|g_209880
